company,ticker,exchange,date,analyst_name,question,label
"General Mills, Inc.",GIS,NYSE,2024-12-18,Peter Galbo,"Hey, guys, good morning. Happy holidays. Thanks for the question. Dana, maybe just to pick-up on the back of Andrew's question there, I think I heard you say that the incremental investment in the back-half is targeted. I do think there's some concern this morning just that it's more broad-based. So, just wanted to clarify on that. And just the Part B of that question is really, how do you think about, is this enough? Obviously, you came into the year, you had certain plans, you're now accelerating that. How do you get confidence around the fact that the investments you're making now are going to be enough such that in three, six, nine months, we're not necessarily revisiting this again? Thanks very much.",
"Live Nation Entertainment, Inc.",LYV,NYSE,2024-11-11,Brandon Ross,"Hi. Thanks for the questions. First, you gave a lot of very positive forward-looking indicators in the release. I was hoping you could help us think about how that's eventually going to flow through the P&L. And I guess on the Ticketmaster side, it's been a tough year. Assume that outlook on stadiums is going to reverse that trend, but how will that look over Q4, Q1 and next year from a timing perspective? And then on Concerts, it was a big margin year. Can that continue next year in addition to the obvious topline growth that the indicators are showing?",
CRISPR Therapeutics AG,CRSP,NASDAQ,2024-11-20,Maury Raycroft,"Got it. Okay. Well, let's shift gears to the in vivo programs. You've got two wholly owned programs 310 for [ANG3] (ph) and then 320 for LPA. Maybe talk about the ongoing studies. How many patients have you dosed so far in each study and what could we expect to see in an interim data update?",
"Woodward, Inc.",WWD,NASDAQ,2024-11-25,Noah Poponak,"Okay, fair enough. I appreciate the extra detail there. I guess on the Aerospace margin, the incremental in the quarter was, I think, the lowest of the year. Does defense OE, being as strong as it was, is that a mix headwind? And then, I guess, how disruptive is turning off lines that you're selling into [Boeing] (ph) to your margin?",
Lifeward Ltd.,LFWD,NASDAQ,2024-11-12,Larry Jasinski,We’re going to have a good Q4 with AlterG. It’s – so it helps recover. It’s going to be pretty close to a little bit better.,
"Complete Solaria, Inc.",SPWR,NASDAQ,2024-11-13,Sioban Hickie,I do. I don't know that I'd be able to pull them up right now.,
"Akoya Biosciences, Inc.",AKYA,NASDAQ,2024-11-14,Kyle Mikson,"Got it. That’s interesting, okay. Thanks guys. Appreciate it.",
Zoetis Inc.,ZTS,NYSE,2024-11-20,Glen Santangelo,"All right. Wetteny, thank you very much. Really appreciate your comments, and thank you all for joining this afternoon, and congrats on 3Q and strong year-to-date results. Much appreciate it.",
StoneX Group Inc.,SNEX,NASDAQ,2024-11-20,Dan Fannon,"Okay. That's helpful. And then just on the payments business, you talked about just the market dynamics in the quarter. I think you're continuing to see a little bit of -- of softness within that segment. Also was some potential inorganic activity with the CAB payments transaction. Can you sort of maybe tie those two together in terms of what the longer-term outlook in terms of igniting growth in the payment segment is?",
BlackBerry Limited,BB,NYSE,2024-12-19,Todd Coupland,"Appreciate the additional disclosure. I was wondering if you could, this is a small adjustment question. The EBITDA by segment and for the guide is that X corporate costs? That'd be the first question. And then my follow up is, just give us a bridge to what is very strong segmented EBITDA in Q3, and then the sequential step down on EBITDA with more or less flat revenue sequentially? Just talk us through that. Thanks a lot.",
"Magnite, Inc.",MGNI,NASDAQ,2024-11-07,Robert Coolbrith,"Hi, good afternoon. Thanks for taking our questions. I wanted to ask quickly if you have any update on the managed service business in the quarter and then also wanted to ask a follow-up on curation, maybe from more of an advertiser perspective. Our understanding is that with one of the major DSPs and their sort of preferred ID solution. There's probably a policy limitation on the use of third-party data segments. Are you seeing any advertisers trying to get ahead of that? And I'm wondering if there's anything you might be able to share in terms of share gain opportunity. If you're sort of lighting up these audience segments a different SSP solution isn't take rate opportunity or uplift opportunity, anything else you can tell us about that? Thank you very much.",
Kohl's Corporation,KSS,NYSE,2024-11-26,Paul Lejuez,"Hey, thanks guys. Just a couple of quick ones. Curious where you think you might be moving customers to what other retailers might be taking share? Second, as you get into private brands again in a little bit of a bigger way petites, jewelry, what are you giving up in terms of floor space, what might feel the pressure? And then curious if you're thinking any differently about closing stores?",
"American Public Education, Inc.",APEI,NASDAQ,2024-11-12,Raj Sharma,"Congratulations on the improvements that you had talked about earlier. I have a question on the profitability of APUS is so significantly higher than all the other divisions. Last four quarters on $314 million of APUS, you had about $96 million of EBITDA. And then the rest of the businesses, about $300 million, there's the loss of $42 million on EBITDA. Just want to understand again, is this fund is there fundamentally something different in the businesses? And can the rest of the businesses, even though they are at a revenue run rate of $300 million, can they ever get closer to the APUS profitability? Just your thoughts on that would be great and then I've got just a follow on question.",
